,Question Name, No.of Views, No.of answers, No.of Votes, Question id, Tags, Date 
23037,How to force 'top' to show human readable values for %MEM RES and VIRT,10000.0,1answer,5,522647, top,9/11/2014
23038,How to play music coming from the microphone jack?,3000.0,2,5,381977, sound pulseaudio alsa microphone,11/25/2013
23039,Install Scribus 1.5 On Ubuntu 16.04,9000.0,2,5,825391, 16.04 software-installation scribus,9/15/2016
23041,How can I enable one-click open in the unity dash? [duplicate],1000.0,1answer,5,486750, unity 14.04 unity-dash,6/22/2014
23043,BQ E4.5 adb fails,2000.0,1answer,5,601324, usb ubuntu-touch phone adb,3/25/2015
23044,How to set governors for Intel to work as old good ondemand?,6000.0,2,5,541584, intel cpu temperature cpufreq governor,10/25/2014
23045,Why can't Ubuntu Make install Intellij IDEA on 16.04?,6000.0,1answer,5,837220, intellij ubuntu-make,10/14/2016
23046,How to create/extract the EDID for/from a Monitor,38000.0,1answer,5,81370, 11.10 monitor hdmi vga,11/21/2011
23047,How I can set a keyboard shortcut to access the Applications or Places menu?,6000.0,1answer,5,132871, shortcut-keys gnome-panel gnome-classic appmenu,5/6/2012
23048,how to make Samsung CLX-3185 scanner-part work?,21000.0,6,5,115864, samsung scanner,3/25/2012
23049,How to install ruby?,7000.0,1answer,5,368572, software-installation ruby,10/30/2013
23051,UFW not blocking connections to docker instance,2000.0,3,5,416907, networking firewall iptables ufw,2/5/2014
23052,How can I browse Wikipedia's offline database on Linux?,4000.0,2,5,171860, software-recommendation package-management,8/4/2012
23054,Command to launch an application or to show its window if already launched,2000.0,1answer,5,127284, shortcut-keys,4/28/2012
23056,Macbook Pro backlight control not working on Ubuntu 16.04,9000.0,3,5,812734, brightness macbook backlight,8/16/2016
23057,Program uninstalled but still on list to remove,2000.0,1answer,5,143661, uninstall mysql,5/29/2012
23060,sync sound on multiple computers,1000.0,2,5,379024, wireless sound sync,11/18/2013
23061,Add static ARP entries when network is brought up,31000.0,2,5,22998, 10.04 networking ifconfig,1/24/2011
23062,Use Ubuntu network share for Apple TimeMachine backups?,6000.0,1answer,5,516134, backup,8/26/2014
23063,Why doesn't sudo need password when used in rc.local?,14000.0,1answer,5,335433, permissions init,8/21/2013
23064,Ubuntu putty and serial port,50000.0,2,5,592386, usb putty,3/3/2015
23065,Logout scripts: not completed on shutdown reboot,1000.0,3,5,250171, 12.04 shutdown lightdm logout scripts,2/1/2013
23066,How to Remove elementary desktop environment?,25000.0,3,5,228996, 12.10 uninstall ppa purge elementary,12/14/2012
23067,How do I set up a headless server via VNC?,5000.0,2,5,60474, 11.04 monitor headless,9/7/2011
23068,Nginx reverse proxy and subdomains,40000.0,2,5,500638, configuration proxy nginx,7/21/2014
23069,Headphone output is far too loud,6000.0,4,5,65565, sound soundcard headphones volume-control,10/12/2011
23070,How to mount Smartphone to recover files,28000.0,3,5,446180, mount mtp smartphone,4/10/2014
23072,How do I know my fan is working in Ubuntu,28000.0,1answer,5,482766, cpu overheating fan temperature toshiba-satellite,6/13/2014
23073,What way is best for backing up apache2 mysql cvs and webmin configuration files [closed],2000.0,4,5,7417, server backup 9.10,10/15/2010
23074,USB to Serial adapter doesn't works,12000.0,2,5,343522, drivers usb serial-port modprobe,9/9/2013
23075,KDE Plasma 5 Missing Removable Devices Option,10000.0,2,5,613313, kubuntu kde plasma-5,4/24/2015
23076,Ubuntu 15.10 Release fglrx issue,17000.0,2,5,688747, drivers ati fglrx 15.10,10/23/2015
23077,How can I keep the cpu temp low?,7000.0,4,5,124511, fan overheating fancontrol,4/23/2012
23079,Only root can play sounds,10000.0,3,5,54741, sound ubuntu-minimal privileges,7/27/2011
23080,Ubuntu 17.10 issue with mount cifs,15000.0,4,5,967144, mount samba 17.10 cifs,10/21/2017
23081,How can I check for apt-get errors in a bash script?,10000.0,2,5,436908, apt bash scripts,3/20/2014
23082,Increasing Ubuntu (12.04) partition size,6000.0,1answer,5,195193, dual-boot partitioning,10/1/2012
23083,Unable to install Ubuntu/Kubuntu/Lubuntu 13.04 UEFI on Sony Vaio SVE17137!,16000.0,3,5,293781, installation 13.04 uefi vaio,5/11/2013
23084,How do I package my application for the Ubuntu Software Centre?,1000.0,2,5,84938, application-development packaging,12/3/2011
23086,Laptop Brightness Problem on Toshiba Portege R705-P35,9000.0,3,5,47364, 11.04 laptop troubleshooting brightness,6/7/2011
23087,how to connect to a remote desktop behind a router?,9000.0,1answer,5,198608, ssh internet router nat,10/10/2012
23088,Package udev is not configured yet,7000.0,1answer,5,796076, upgrade kernel udev,7/7/2016
23089,How do I get a Dell Latitude e6420 working?,12000.0,2,5,133608, 12.04 nvidia dell nvidia-optimus nouveau,5/8/2012
23090,Bluetooth adapter not found in Ubuntu 16.04,11000.0,1answer,5,788502, networking drivers 16.04 bluetooth acer,6/18/2016
23091,How to keep wine from creating directories in my home directory?,5000.0,4,5,278992, wine,4/7/2013
23092,SD Card Transfer very slow,3000.0,1answer,5,158998, performance sd-card,7/3/2012
23093,Unable to run Vmware workstation 11 - failed to build vmnet,16000.0,1answer,5,618503, vmware vmware-workstation,5/5/2015
23094,slow wifi connection on ubuntu 13.04 with rtl8723ae realtek wireless driver,4000.0,3,5,329932, wireless networking drivers realtek,8/7/2013
23095,Atheros QCA9377 working at low speed,2000.0,3,5,768488, networking drivers atheros,5/6/2016
23096,Managing multiple sound cards in Kubuntu - more reliable way than KDE phonon GUI?,4000.0,3,5,335506, sound kubuntu kde pulseaudio phonon,8/21/2013
23097,Can't browse internet but ping working,8000.0,2,5,717029, 14.04 wireless internet,1/5/2016
23098,using ufw to block outgoing traffic to website,15000.0,1answer,5,532305, firewall ufw,10/4/2014
23099,Keyboard Layout compatibility options disapeared in Gnome 3.10?,2000.0,1answer,5,361610, gnome 13.10 keyboard-layout compatibility,10/19/2013
23100,Why is apt-cache so slow?,2000.0,5,5,477757, apt 14.04,6/6/2014
23101,Network Manager Applet menu freezes and does not respond,2000.0,2,5,23611, network-manager menu freeze,1/27/2011
23102,Are gcc versions tied to kernel versions?,5000.0,3,5,162465, upgrade kernel gcc,7/11/2012
23103,Standby Problem PC can not enter Standby mode,3000.0,1answer,5,513876, 14.04 suspend nouveau,8/20/2014
23105,Ubuntu tweak and Mozilla (firefox and thunderbird) cache,1000.0,2,5,375831, firefox thunderbird cache ubuntu-tweak,11/12/2013
23106,Prevent duplicate script run at the sametime,3000.0,6,5,806540, command-line scripts cron,8/3/2016
23107,How do I stop Geoip from connecting to the internet every time I boot?,6000.0,2,5,106916, indicator,2/23/2012
23108,Wine fonts problem,15000.0,1answer,5,102538, wine fonts,2/8/2012
23109,Prevent external monitors from shutting off when laptop lid is closed? [duplicate],7000.0,2,5,45026, multiple-monitors laptop monitor,5/25/2011
23110,How do I prepare MAAS to serve images on OpenStack?,4000.0,1answer,5,476397, juju maas openstack,6/3/2014
23111,Ubuntu Error : The partition table format in use on your disks normally requires you to create a separate partition for boot loader code,37000.0,1answer,5,610873, 14.04 dual-boot partitioning,4/18/2015
23112,How to change the MaaS server ip address?,8000.0,2,5,176470, maas,8/16/2012
23113,wi-fi drivers for laptop xiaomi air 13,7000.0,1answer,5,829863, drivers wireless,9/26/2016
23114,How to edit synaptics configuration? xorg.conf way doesen't work,5000.0,2,5,140489, xorg configuration synaptics,5/22/2012
23116,Letter-spacing in gnome-terminal,5000.0,3,5,285836, fonts gnome-terminal 13.04,4/26/2013
23117,Lenovo T440s deactivate touch pad but keep mouse button function working?,7000.0,1answer,5,380464, touchpad lenovo,11/21/2013
23118,12.04 Ubuntu: configuring laptop to hook up to tv using hdmi cable?,61000.0,3,5,231631, sound display hdmi tv,12/22/2012
23119,In Ubuntu 12.10 how to enable /proc/net/ip_conntrack?,21000.0,2,5,266991, 12.10 networking,3/12/2013
23120,Custom DPI settings in KDE,15000.0,2,5,38750, 11.04 fonts kde kubuntu dpi,5/1/2011
23121,/var/log/secure not present in 14.04 is there any alternative?,9000.0,1answer,5,534324, 14.04 bash,10/10/2014
23122,Ubuntu 16.10 doesn't work in Virtual Machine!! (VMware),7000.0,1answer,5,840822, dell vmware virtualization 16.10 vmware-workstation,10/23/2016
23123,Ubuntu 16.04 how to get my GPU temp and fan speed?,41000.0,2,5,759146, drivers fan temperature,4/19/2016
23124,Steam on Wine no text [duplicate],6000.0,1answer,5,597707, wine steam,3/17/2015
23125,How to make script support file:/// notation?,2000.0,5,5,74756, bash scripts,11/2/2011
23126,Reversing role of pressing shift+number,1000.0,1answer,5,176671, shortcut-keys keyboard keyboard-layout,8/16/2012
23127,How to improve the speed of a USB-based installation of Ubuntu?,12000.0,4,5,104504, usb,2/15/2012
23128,Internal microphone not listed in sound settings,14000.0,5,5,133903, 12.04 sound alsa microphone,5/8/2012
23129,Good business card creation software?,6000.0,2,5,30962, software-recommendation printing,3/18/2011
23130,Changing the brightness stopped working in 13.10 Saucy Salamander,6000.0,5,5,362894, drivers nvidia xorg brightness 13.10,10/21/2013
23131,How can I change the icon for Jupiter?,3000.0,3,5,127449, 12.04 icons jupiter,4/29/2012
23132,Is there (or will be) a tethering/access point option in ubuntu phone?,2000.0,1answer,5,575171, ubuntu-touch wireless-access-point tethering,1/18/2015
23133,Ubuntu 12.04 - Can't Resolve Hostname,30000.0,1answer,5,558141, 12.04 networking server hostname,12/8/2014
23134,Install Adobe Acrobat XI with wine,21000.0,3,5,560560, wine winetricks adobe-acrobat,12/12/2014
23136,How to get the shutdown & restart icon back in dash,8000.0,5,5,126909, unity 12.04 shutdown unity-dash,4/28/2012
23137,Where is the documentation for programming OpenGL ES for Ubuntu Touch?,2000.0,1answer,5,261468, application-development ubuntu-touch c++ opengl c,2/26/2013
23138,Battery icon not showing in Ubuntu Unity 14.04?,11000.0,3,5,450513, unity indicator panel,4/19/2014
23139,Why does my root filesystem keep becoming read-only?,9000.0,1answer,5,225590, filesystem hard-drive disk fsck read-only,12/5/2012
23140,How to reserve IP Address in DHCP Server,70000.0,1answer,5,392599, networking server dhcp dhcpd,12/18/2013
23141,Separate icons for Chrome and Hangouts in Unity,3000.0,1answer,5,528913, 14.04 unity google-chrome google-hangouts,9/26/2014
23142,Get 'SteamUpdateUI: An X Error occurred' when trying to run steam,2000.0,1answer,5,648905, steam,7/16/2015
23143,USB device changes using udev and D-Bus,4000.0,1answer,5,27948, usb python dbus udev,2/24/2011
23144,JBL bluetooth speakers play no sound a2dp off?,18000.0,1answer,5,476888, sound 14.04 pulseaudio bluetooth a2dp,6/4/2014
23145,How to do I connect a VMWare guest to the internet?,46000.0,3,5,160017, networking vmware windows-xp,7/5/2012
23147,SSH installation errors,24000.0,2,5,546983, 14.04 networking server ssh,11/7/2014
23148,How to get Gnome 3.14 on UbuntuGnome 14.04LTS [duplicate],13000.0,1answer,5,528239, gnome ubuntu-gnome,9/25/2014
23149,Wake-on-LAN worked 3 times then no more,7000.0,1answer,5,138445, wakeonlan,5/17/2012
23150,WebGL doesn't work in Chromium on Ubuntu,2000.0,2,5,636322, google-chrome chromium webgl,6/14/2015
23151,Open file from terminal in specific application,26000.0,2,5,244836, command-line default-programs xdg-open,1/18/2013
23152,Can I install GNU Hurd in Ubuntu?,2000.0,1answer,5,37945, kernel software-installation,4/29/2011
23153,How Do I Create Mime Types For New Documents (Command Line)?,2000.0,3,5,483396, icons .desktop mime-type,6/14/2014
23154,Toggle lxpanelctrl menu in lubuntu?,1000.0,1answer,5,661724, lubuntu lxde,8/15/2015
23155,Can't build gcc anymore since upgrade to 11.10,7000.0,4,5,69365, 11.10 application-development compiling gcc,10/19/2011
23156,Unable to connect to any Wifi in Ubuntu 14.04,9000.0,3,4,523458, 14.04 wifi-hardware-switch,9/13/2014
23158,Booting Ubuntu12.10 USB on Asus X401a Win8,25000.0,3,4,237589, live-usb system-installation,1/8/2013
23160,synaptics touchpadd drivers for 16.04,60000.0,2,4,832094, drivers 16.04 mouse touchpad synaptics,10/2/2016
23161,How to Install a Canon MF8040Cn Printer on Ubuntu 12.04 [duplicate],6000.0,3,4,226332, 12.04 drivers printing canon,12/7/2012
23162,How to change umask mode permanently?,16000.0,3,4,805862, permissions umask,8/1/2016
23163,Chinese fonts are not visible in programs installed in Wine,1000.0,3,4,1019530, wine fonts chinese,3/27/2018
23164,How to install a package from a PPA and ignore the official one?,3000.0,2,4,49843, ppa repository aptitude package-management,6/21/2011
23165,I can't get my Broadcom BCM4331 wifi on 14.04 to work,4000.0,3,4,590947, wireless broadcom macbook-pro,2/28/2015
23166,Change mount point of virtualbox shared folder,7000.0,3,4,563031, mount virtualbox shared-folders,12/18/2014
23167,How do you use persistence in UEFI mode?,9000.0,1answer,4,609329, uefi live-usb persistence,4/14/2015
23168,Can I connect my Ubuntu laptop to my HDTV wirelessly?,6000.0,2,4,152695, wireless laptop connection tv,6/18/2012
23170,Firefox cache2 'doomed' folder,12000.0,1answer,4,630636, firefox files cache,5/31/2015
23171,Totem not playing certain videos in 12.04,13000.0,7,4,126030, totem,4/27/2012
23172,Print text between two XML tags,30000.0,3,4,284983, sed xml,4/24/2013
23173,How to get Keyboard Light keys working on Macbook?,12000.0,3,4,26248, 10.10 keyboard macbook,2/14/2011
23174,Nautilus - How to duplicate the current window,1000.0,1answer,4,335305, nautilus shortcut-keys window,8/21/2013
23175,How to remove Ubuntu from Boot Menu after deleting Ubuntu partition in Windows 10 (Dual Boot),22000.0,2,4,921046, dual-boot grub2 windows-10 bootloader bios,6/1/2017
23176,Laptop speakers make noise when audio jack is plugged in,2000.0,1answer,4,489722, 14.04 sound noise audio-jack,6/29/2014
23177,Is Mono installed in 13.04?,12000.0,2,4,295249, 13.04 programming mono,5/14/2013
23178,libc6:i386 : Depends: libgcc1:i386 but it is not going to be installed (on 14.04.2 64-bit),3000.0,1answer,4,591655, package-management,3/2/2015
23179,Nvidia-settings PowerMizer performance-mode on 12.04.4 64-bit [duplicate],12000.0,1answer,4,419019, 12.04 nvidia performance lts,2/10/2014
23181,My card reader doesn't show up at all but previously did in 10.10,1000.0,2,4,14071, 10.10 card-reader,11/19/2010
23182,How can I get Rhythmbox to display the correct album cover art?,4000.0,2,4,454418, rhythmbox music,4/24/2014
23183,How to permute various icons in indicator-applet?,3000.0,1answer,4,130011, indicator,5/2/2012
23184,deleted all the files in usr/bin typing in rm -rf *,9000.0,5,4,191942, 12.04 software-installation data-recovery,9/23/2012
23185,How can I copy a path out of a open/save dialog and paste it into Nautilus?,3000.0,2,4,277991, nautilus,4/4/2013
23186,Juju cannot deploy services with MAAS,2000.0,3,4,249350, server juju maas,1/30/2013
23187,synaptics touchpadd drivers for 16.04,60000.0,2,4,832094, drivers 16.04 mouse touchpad synaptics,10/2/2016
